Title,Author,Date,Excerpt
Airlines' funds face no delays on FX reforms,Ifeoma Okeke-Korieocha,"Jul 12, 2023","Some foreign airlines operating in Nigeria have commenced the repatriation of the revenues from their recent ticket sales, following the..."
Rising cost push PoS agents to the edge,Frank Eleanya,"Jul 12, 2023","The more than a million banking agents that have embraced Point of Sale (PoS) terminals of operators like OPay, PalmPay,..."
Explainer: How Bankers committee ruled in favour of Otudeko in unending saga with Ecobank,Oladehinde Oladipo,"Jul 12, 2023",The latest legal tussle between Ecobank Nigeria Limited and Honeywell Group over an alleged N5 billion debt appears to have...
FMDQ exchange-traded derivatives market goes live,BusinessDay,"Jul 12, 2023","Today marks yet another significant milestone in the Nigerian financial markets as FMDQ Securities Exchange Limited and FMDQ Clear Limited,..."
How two Chinese fintechs clinched Nigeria's PoS market,Frank Eleanya,"Jul 12, 2023","OPay and Palmpay, two Chinese-owned digital banking platforms, are leading the Point of Sale (PoS) market in Nigeria, with both..."
More banks use tech to unsettle black-market forex business,Hope Moses-Ashike,"Jul 12, 2023",More Nigerian banks are creating mobile applications (apps) or internet banking where customers can convert their dollars and other foreign...
PoS charges seen slowing Nigeria’s financial inclusion drive,Bunmi Bailey,"Jul 12, 2023","The recent hike in service charges for Point of Sales (PoS) transactions may increase the number of unbanked Nigerians, especially..."
"Low research volume, investment worsen Nigeria's healthcare outcomes",Temitayo Ayetoto-Oladehinde,"Jul 11, 2023","Nigeria’s low volume and poor investments in medical research are worsening healthcare outcomes in the country, the Scientific Products Association..."
Commercial papers up 89% in H1 as firms raise N789 bn,Oladehinde Oladipo,"Jul 11, 2023","The issuance of commercial papers in Nigeria surged by 89 percent in the first half of 2023, with firms raising..."
Tinubu appoints 20 new aides,BusinessDay,"Jul 11, 2023",President Bola Tinubu may have further strengthened his administrative machinery with the appointment of 20 personal aides. The list of...
Builders want increased investment to achieve 70% infrastructure stock,Chuka Uroko,"Jul 11, 2023","To push its infrastructure stock from the present 30-35 percent to 70 percent, Nigeria needs to invest about $2.3 trillion..."
"NGX suspends trading in shares of Ardova, Presco, Royal Exchange, others",Iheanyi Nwachukwu,"Jul 11, 2023",The Nigerian Exchange Limited (NGX) has notified the investing public that trading in the shares of the seven (7) companies....
Nigeria’s oil production at risk on renewed militancy,Azeez Moyinoluwa,"Jul 11, 2023",Nigeria’s rising oil output could suffer disruption as a new group of Niger Delta militants calling themselves the ‘Creek Reform...
Investors reap big on 2016 large-cap stocks bet,Iheanyi Nwachukwu,"Jul 11, 2023",Investors who bought shares of some large-cap firms in 2016 when their prices were low have seen the value of...
Caregiving industry gains traction as ‘japa' wave drives demand,Josephine Okojie,"Jul 11, 2023","The mass exodus of Nigerians to foreign countries, commonly called ‘japa’ (a Yoruba word for “run quickly”), is creating opportunities..."
Ecobank demands rejection of Otudeko’s First Bank comeback over N13.5bn debt,Oladehinde Oladipo,"Jul 11, 2023",Ecobank Nigeria Limited has demanded the rejection of the recent acquisition of FBN Holdings shares by an entity associated with...
Airport managers deploy 'thugs' to harass users over traffic rules,Ifeoma Okeke-Korieocha,"Jul 10, 2023","In recent times, air passengers and airport users have faced various forms of intimidation, harassment, and extortions from thugs deployed..."
"Amazon, Netflix’s battle for Nigeria viewers relegates local streamers",Usoro Glory Esther,"Jul 10, 2023","The streaming wars are heating up in Nigeria, as Amazon Prime Video and Netflix battle for viewers, with local streamers..."
Nigerian Banks lost N472m to fraud activities in Q1,Chinwe Michael,"Jul 10, 2023",A new report on Fraud and Forgeries in the Nigerian Banking System shows that fraudulent activities in Africa’s largest economy...
Otudeko’s First Bank comeback sparks fresh battle for control,Lolade Akinmurele,"Jul 10, 2023","The recent acquisition of FBN shares by an entity associated with Oba Otudeko, an erstwhile chairman of the bank has..."
Inside Tinubu's first 40 days,BusinessDay,"Jul 10, 2023","President Bola Tinubu’s first 40 days in office contrasted sharply with that of his predecessor. For Muhammadu Buhari, success at..."
Uncertainty grips agencies' heads as Tinubu moves fast on governance,Gbemi Faminu,"Jul 10, 2023","President Bola Tinubu’s fast-paced policy implementation and recent actions have put heads of agencies on their toes, with uncertainty gripping..."
Expectation high as Nigeria’s new security chiefs talk tough,Nosa Igbinadolor,"Jul 09, 2023","Last week, Nigeria’s President, Bola Ahmed Tinubu instructed his newly appointed security chiefs to work together to end the unyielding..."
"How huge, needless pension for govs, deputies strains states' finances",David Ijaseun,"Jul 09, 2023","The issue of ex-Nigerian governors’ and deputy governors’ pensions and allowances has continued to raise concerns among citizens. At least,..."
"Withdrawal of Police from VIPs: Good policy, but ill-timed — Experts",Anthony Ailemen,"Jul 09, 2023","The Acting Inspector-General of Police (IGP), Olukayode Egbetokun’s recent announcement to withdraw personnel of the Police Mobile Force (PMF) from..."
How insecurity in Katsina pushed Buhari into 'exile' to UK,Emelike Obinna,"Jul 09, 2023","If you are abroad, particularly in the United Kingdom, you may likely bump into one or two top ex-government officials,..."
"Obaseki, Adesina, Mupita, others headline BusinessDay CEO Forum Thursday",BusinessDay,"Jul 08, 2023","BusinessDay Media Limited, Nigeria’s influential and respected source of business news and analysis, is set to hold its annual CEO..."
Exclusive: Otudeko’s Honeywell informs regulator of massive acquisition of FBN shares,BusinessDay,"Jul 08, 2023","It is official. Honeywell group held by Oba Otudeko, has just notified the regulatory authorities of its acquisition of an..."
"Nigeria rail stutters on passenger decline, rising dollar debt",Oladehinde Oladipo,"Jul 08, 2023","Ibrahim Idris, a 35-year-old businessman, is one of the many people who have stopped using trains since the last attack..."
Buhari left Tinubu blueprint to save N260bn yearly by cutting govt cost,Isaac Anyaogu,"Jul 07, 2023","Former President Muhammadu Buhari, in his last full year as the country’s leader received a report on the review of..."
"Flush with Honeywell cash, Otudeko snaps up record First Bank shares",Lolade Akinmurele,"Jul 07, 2023","Oba Otudeko, the chairman of Nigerian conglomerate Honeywell Group, has been identified by multiple sources as the buyer of the..."
How 'Ajo' system thrives amid digital payment growth,Francis Onyemachi,"Jul 07, 2023","Afaemefule Obi, a 37-year-old Boutique owner at Ilewe Ejigbo, who registered with the traditional saving system known as ‘Ajo’ where..."
10 Ways to avoid property scams as a Lagosian,BusinessDay,"Jul 07, 2023","Buying a property in Lagos state can be an exciting venture. The bustling city, with its vibrant culture and booming..."
Tinubu eases throttle on taxes,BusinessDay,"Jul 07, 2023","President Bola Tinubu has put the brakes on the implementation of some of the tax changes made by his predecessor,..."
Naira windfall for oil firms as CBN lifts dollar restrictions,Lolade Akinmurele,"Jul 06, 2023",International Oil Companies (IOCs) in Nigeria will get more naira for their dollar earnings after the Central Bank on Wednesday...
More trouble for importers as Customs adjusts exchange rate to N770.88/$,Amaka Anagor-Ewuzie,"Jul 06, 2023","Less than two weeks after the Nigeria Customs Service (NCS) adjusted the exchange rate for cargo clearing at the port,..."
Oil companies resume dollar sales to banks as CBN eyes supply,Lolade Akinmurele,"Jul 06, 2023",The Central Bank of Nigeria (CBN) has permitted International Oil Companies (IOCs) to resume the sale of US dollars to...
"Tinubu reviews Finance Act 2023, signs 4 Executive Orders",Anthony Ailemen,"Jul 06, 2023","President Bola Tinubu on Thursday signed four different Executive Orders, including the one that suspends the 2023 Finance Act deferring..."
First negative FDI in 33yrs piles pressure on Tinubu,Bunmi Bailey,"Jul 06, 2023","Foreign Direct Investment (FDI) inflows into Nigeria turned negative last year for the first time in at least 33 years,..."
FG’s 241% recurrent budget bump exposes bloated bureaucracy,Oladehinde Oladipo,"Jul 06, 2023","The federal government increased its budget for personnel expenses, pensions and other recurrent expenditure by 241 percent in 13 years,..."
"Overland, United Nigeria, Azman, record highest number of flight delays in Q1 2023",Ifeoma Okeke-Korieocha,"Jul 05, 2023","Overland Airways, United Nigeria Airways and Azman Air were the carriers with the highest number of flight delays in the..."
Telecoms investment hit $75.56bn in 2021,Gbemi Faminu,"Jul 05, 2023","Foreign Direct Investment (FDI) and local investment in Nigeria’s telecommunications sector grew to $75.56 billion in 2021, driven by an..."
"Geometric’s 24 hours power supply for Aba to start within 2 Months, Says Prof Nnaji",BusinessDay,"Jul 05, 2023","The 188-megawatt Geometric Power plant in the Osisioma Industrial Layout in Aba, Abia State, will start to generate electricity within..."
Tinubu closes defence in Obi’s petition with one witness,Godsgift Onyedinefu,"Jul 05, 2023","The legal team of President Bola Tinubu, Vice President Kashim Shettima have closed defence in the petition filed by the..."
CBN’s unsettled FX backlog puts investors on hold,Lolade Akinmurele,"Jul 05, 2023",The Central Bank of Nigeria (CBN)’s gaping unsettled foreign exchange backlog owed to local businesses is hurting confidence in its...
Nigeria’s foreign direct inflows turn negative for first time since 1995,Bunmi Bailey,"Jul 05, 2023","Foreign Direct Investment (FDI) inflows into Africa’s biggest economy turned negative in 2022 for the first time since 1995, according..."
Tertiary institutions hike fees on rising operational costs,Charles Ogwo,"Jul 05, 2023",Nigerian universities are drastically increasing fees this year owing to the recent subsidy removal that has shot-up their operational costs...
Global race for talent heightens 'japa' wave,Bunmi Bailey,"Jul 05, 2023",The global race for talent looks set to ramp up the exodus of Nigerian professionals as Canada and Germany recently...
How Nigeria can turn brain drain to gain,Bunmi Bailey,"Jul 05, 2023","When Bill Gates, Microsoft’s co-founder, visited Nigeria last month, he said the current migration of young Nigerian professionals was good..."
"Beef, rice, yam prices surge on accelerating inflation",Damilola Odifa,"Jul 04, 2023","Prices of beef, rice, yam and tomatoes surged the most in May 2023 on accelerating inflation, data from the National..."
